stage;year;date;distance;origin;destination;type;winner;winner_country;origin_country;origin_lat;origin_lon;destination_country;destination_lat;destination_lon
22a;1967;23/07/1967;104;Fontainebleau;Versailles;Plain stage;René Binggeli;SUI;France;48.404676;2.70162;France;48.8022585;2.1297422
22b;1967;23/07/1967;46.6;Versailles;Paris;Individual time trial;Raymond Poulidor;FRA;France;48.8022585;2.1297422;France;48.8575475;2.3513765
1;1966;21/06/1966;209;Nancy;"	Charleville-Mézières";Plain stage;Rudi Altig;FRG;France;48.692054;6.184417;France;49.762085;4.726096
2;1966;22/06/1966;198;"	Charleville-Mézières";Tournai;Plain stage;Guido Reybrouck;BEL;France;49.762085;4.726096;Belgium;50.6127324;3.379139
3a;1966;23/06/1966;21;Tournai;Tournai;Team time trial;Televizier–Batavus;NA;Belgium;50.6127324;3.379139;Belgium;50.6127324;3.379139
3b;1966;23/06/1966;131;Tournai;Dunkirk;Plain stage;Gerben Karstens;NED;Belgium;50.6127324;3.379139;France;51.0343684;2.3767763
4;1966;24/06/1966;205;Dunkirk;Dieppe;Plain stage;Willy Planckaert;BEL;France;51.0343684;2.3767763;France;49.9275109;1.0878759
5;1966;25/06/1966;178;Dieppe;Caen;Plain stage;Franco Bitossi;ITA;France;49.9275109;1.0878759;France;49.1820662;-0.3708324
6;1966;26/06/1966;217;Caen;Angers;Plain stage;Edward Sels;BEL;France;49.1820662;-0.3708324;France;47.4711616;-0.5518257
7;1966;27/06/1966;252;Angers;Royan;Plain stage;Albert Van Vlierberghe;BEL;France;47.4711616;-0.5518257;France;45.6241788;-1.0450207
8;1966;28/06/1966;138;Royan;Bordeaux;Plain stage;Willy Planckaert;BEL;France;45.6241788;-1.0450207;France;44.8416106;-0.5810938
9;1966;29/06/1966;201;Bordeaux;Bayonne;Plain stage;Gerben Karstens;NED;France;44.8416106;-0.5810938;France;43.4933798;-1.4757394
10;1966;30/06/1966;234;Bayonne;Pau;Stage with mountain(s);Tommaso de Pra;ITA;France;43.4933798;-1.4757394;France;43.2951;-0.370797
11;1966;1/07/1966;188;Pau;Luchon;Stage with mountain(s);Guido Marcello Mugnaini;ITA;France;43.2951;-0.370797;France;42.7902866;0.5915425
12;1966;3/07/1966;219;Luchon;Revel;Stage with mountain(s);Rudi Altig;FRG;France;42.7902866;0.5915425;France;43.458611;2.004573
13;1966;4/07/1966;191;Revel;Sète;Plain stage;Georges Vandenberghe;BEL;France;43.458611;2.004573;France;43.4079391;3.7007529
14a;1966;5/07/1966;144;Montpellier;Vals-les-Bains;Plain stage;Jo de Roo;NED;France;43.6108535;3.8761323;France;44.665288;4.364596
14b;1966;5/07/1966;20;Vals-les-Bains;Vals-les-Bains;Individual time trial;Raymond Poulidor;FRA;France;44.665288;4.364596;France;44.665288;4.364596
15;1966;6/07/1966;203;Privas;Le Bourg-d'Oisans;Stage with mountain(s);Luís Otano;ESP;France;44.734674;4.5984392;France;45.0524579;6.0295106
16;1966;7/07/1966;148;Le Bourg-d'Oisans;Briançon;Stage with mountain(s);Julio Jiménez;ESP;France;45.0524579;6.0295106;France;44.899416;6.643179
17;1966;8/07/1966;160;Briançon;Turin;Stage with mountain(s);Franco Bitossi;ITA;France;44.899416;6.643179;Italy;45.0703155;7.6868552
18;1966;10/07/1966;188;Ivrea;Chamonix;Stage with mountain(s);Edy Schutz;LUX;Italy;45.46734;7.8806568;France;45.923697;6.869433
19;1966;11/07/1966;265;Chamonix;Saint-Étienne;Stage with mountain(s);Ferdinand Bracke;BEL;France;45.923697;6.869433;France;45.439695;4.3871779
20;1966;12/07/1966;223;Saint-Étienne;Montluçon;Plain stage;Henk Nijdam;NED;France;45.439695;4.3871779;France;46.3415466;2.6019912
21;1966;13/07/1966;232;Montluçon;Orléans;Plain stage;Pierre Beuffeuil;FRA;France;46.3415466;2.6019912;France;47.9032335;1.9085203
22a;1966;14/07/1966;111;Orléans;Rambouillet;Plain stage;Edward Sels;BEL;France;47.9032335;1.9085203;France;48.643868;1.829079
22b;1966;14/07/1966;51;Rambouillet;Paris;Individual time trial;Rudi Altig;FRG;France;48.643868;1.829079;France;48.8575475;2.3513765
1a;1965;22/06/1965;149;Cologne;Liège;Plain stage;Rik Van Looy;BEL;Germany;50.937531;6.9602786;Belgium;50.6402286;5.5689372
1b;1965;22/06/1965;22.5;Liège;Liège;Team time trial;Ford France–Gitane;NA;Belgium;50.6402286;5.5689372;Belgium;50.6402286;5.5689372
2;1965;23/06/1965;200.5;Liège;Roubaix;Plain stage;Bernard Van De Kerkhove;BEL;Belgium;50.6402286;5.5689372;France;50.6924529;3.1782753
3;1965;24/06/1965;240;Roubaix;Rouen;Plain stage;Felice Gimondi;ITA;France;50.6924529;3.1782753;France;49.4435261;1.0984309
4;1965;25/06/1965;227;Caen;Saint-Brieuc;Plain stage;Edgard Sorgeloos;BEL;France;49.1820662;-0.3708324;France;48.5124561;-2.7678727
5a;1965;26/06/1965;147;Saint-Brieuc;Châteaulin;Plain stage;Cees van Espen;NED;France;48.5124561;-2.7678727;France;48.1961307;-4.0928765
5b;1965;26/06/1965;26.7;Châteaulin;Châteaulin;Individual time trial;Raymond Poulidor;FRA;France;48.1961307;-4.0928765;France;48.1961307;-4.0928765
6;1965;27/06/1965;210.5;Quimper;La Baule;Plain stage;Guido Reybroeck;BEL;France;47.9976492;-4.0973449;France;47.2869183;-2.3913777
7;1965;28/06/1965;219;La Baule;La Rochelle;Plain stage;Edward Sels;BEL;France;47.2869183;-2.3913777;France;46.160329;-1.151139
8;1965;29/06/1965;197.5;La Rochelle;Bordeaux;Plain stage;Johan de Roo;NED;France;46.160329;-1.151139;France;44.8416106;-0.5810938
9;1965;30/06/1965;226.5;Dax;Bagnères-de-Bigorre;Stage with mountain(s);Julio Jiménez;ESP;France;43.708608;-1.051945;France;43.065093;0.1491049
10;1965;1/07/1965;222.5;Bagnères-de-Bigorre;Ax-les-Thermes;Stage with mountain(s);Guido Reybroeck;BEL;France;43.065093;0.1491049;France;42.7203191;1.8396196
11;1965;2/07/1965;240.5;Ax-les-Thermes;Barcelona;Stage with mountain(s);José Perez-Frances;ESP;France;42.7203191;1.8396196;Spain;41.3873974;2.168568
12;1965;4/07/1965;219;Barcelona;Perpignan;Plain stage;Jan Janssen;NED;Spain;41.3873974;2.168568;France;42.6874874;2.9006474
13;1965;5/07/1965;164;Perpignan;Montpellier;Plain stage;Adriano Durante;ITA;France;42.6874874;2.9006474;France;43.6108535;3.8761323
14;1965;6/07/1965;173;Montpellier;Mont Ventoux;Stage with mountain(s);Raymond Poulidor;FRA;France;43.6108535;3.8761323;France;44.1740851;5.2786797
15;1965;7/07/1965;167.5;Carpentras;Gap;Stage with mountain(s);Giuseppe Fezzardi;ITA;France;44.0555639;5.048722;France;44.559638;6.079758
16;1965;8/07/1965;177;Gap;Briançon;Stage with mountain(s);Joaquim Galera;ESP;France;44.559638;6.079758;France;44.899416;6.643179
17;1965;9/07/1965;193.5;Briançon;Aix-les-Bains;Stage with mountain(s);Julio Jiménez;ESP;France;44.899416;6.643179;France;45.692341;5.908998
18;1965;10/07/1965;26.9;Aix-les-Bains;Le Revard;Mountain time trial;Felice Gimondi;ITA;France;45.692341;5.908998;France;45.666493;5.9778399
19;1965;11/07/1965;165;Aix-les-Bains;Lyon;Stage with mountain(s);Rik Van Looy;BEL;France;45.692341;5.908998;France;45.764043;4.835659
20;1965;12/07/1965;198.5;Lyon;Auxerre;Plain stage;Michael Wright;GBR;France;45.764043;4.835659;France;47.798202;3.573781
21;1965;13/07/1965;225.5;Auxerre;Versailles;Plain stage;Gerben Karstens;NED;France;47.798202;3.573781;France;48.8022585;2.1297422
22;1965;14/07/1965;37.8;Versailles;Paris;Individual time trial;Felice Gimondi;ITA;France;48.8022585;2.1297422;France;48.8575475;2.3513765
1;1964;22/06/1964;215;Rennes;Lisieux;Plain stage;Edward Sels;BEL;France;48.117266;-1.6777926;France;49.1465057;0.2294909
2;1964;23/06/1964;208;Lisieux;Amiens;Plain stage;André Darrigade;FRA;France;49.1465057;0.2294909;France;49.894067;2.295753
3a;1964;24/06/1964;197;Amiens;Forest;Plain stage;Bernard Vandekerkhove;BEL;France;49.894067;2.295753;Belgium;50.8202973;4.3258403
3b;1964;24/06/1964;21;Forest;Forest;Team time trial;Kas–Kaskol;NA;Belgium;50.8202973;4.3258403;Belgium;50.8202973;4.3258403
4;1964;25/06/1964;292;Forest;Metz;Plain stage;Rudi Altig;GER;Belgium;50.8202973;4.3258403;France;49.1178601;6.1760223
5;1964;26/06/1964;161;Lunéville;Freiburg;Plain stage;Willy Derboven;BEL;France;48.592237;6.492339;Germany;47.9990077;7.8421043
6;1964;27/06/1964;200;Freiburg;Besançon;Plain stage;Henk Nijdam;NED;Germany;47.9990077;7.8421043;France;47.237829;6.0240539
7;1964;28/06/1964;195;Besançon;Thonon-les-Bains;Plain stage;Jan Janssen;NED;France;47.237829;6.0240539;France;46.3710387;6.4819424
8;1964;29/06/1964;249;Thonon-les-Bains;Briançon;Stage with mountain(s);Federico Bahamontes;ESP;France;46.3710387;6.4819424;France;44.899416;6.643179
9;1964;30/06/1964;239;Briançon;Monaco;Stage with mountain(s);Jacques Anquetil;FRA;France;44.899416;6.643179;Monaco;43.7384176;7.4246158
10a;1964;1/07/1964;187;Monaco;Hyères;Plain stage;Jan Janssen;NED;Monaco;43.7384176;7.4246158;France;43.1198436;6.1285466
10b;1964;1/07/1964;21;Hyères;Toulon;Individual time trial;Jacques Anquetil;FRA;France;43.1198436;6.1285466;France;43.1256814;5.9284944
11;1964;2/07/1964;250;Toulon;Montpellier;Plain stage;Edward Sels;BEL;France;43.1256814;5.9284944;France;43.6108535;3.8761323
12;1964;3/07/1964;174;Montpellier;Perpignan;Plain stage;Jo de Roo;NED;France;43.6108535;3.8761323;France;42.6874874;2.9006474
13;1964;4/07/1964;170;Perpignan;Andorra;Stage with mountain(s);Julio Jiménez;ESP;France;42.6874874;2.9006474;Andorra;42.506285;1.521801
14;1964;6/07/1964;186;Andorra;Toulouse;Stage with mountain(s);Edward Sels;BEL;Andorra;42.506285;1.521801;France;43.6048462;1.442848
15;1964;7/07/1964;203;Toulouse;Luchon;Stage with mountain(s);Raymond Poulidor;FRA;France;43.6048462;1.442848;France;42.7902866;0.5915425
16;1964;8/07/1964;197;Luchon;Pau;Stage with mountain(s);Federico Bahamontes;ESP;France;42.7902866;0.5915425;France;43.2951;-0.370797
17;1964;9/07/1964;43;Peyrehorade;Bayonne;Individual time trial;Jacques Anquetil;FRA;France;43.5453791;-1.097013;France;43.4933798;-1.4757394
18;1964;10/07/1964;187;Bayonne;Bordeaux;Plain stage;André Darrigade;FRA;France;43.4933798;-1.4757394;France;44.8416106;-0.5810938
19;1964;11/07/1964;215;Bordeaux;Brive;Plain stage;Edward Sels;BEL;France;44.8416106;-0.5810938;France;45.1622927;1.5267596
20;1964;12/07/1964;217;Brive;Puy de Dôme;Stage with mountain(s);Julio Jiménez;ESP;France;45.1622927;1.5267596;France;45.7801582;3.0821043
21;1964;13/07/1964;311;Clermont-Ferrand;Orléans;Plain stage;Jean Stablinski;FRA;France;45.793516;3.0794951;France;47.9032335;1.9085203
22a;1964;14/07/1964;119;Orléans;Versailles;Plain stage;Benoni Beheyt;BEL;France;47.9032335;1.9085203;France;48.8022585;2.1297422
22b;1964;14/07/1964;27;Versailles;Paris;Individual time trial;Jacques Anquetil;FRA;France;48.8022585;2.1297422;France;48.8575475;2.3513765
1;1963;23/06/1963;152;Paris;Épernay;Plain stage;Eddy Pauwels;BEL;France;48.8575475;2.3513765;France;49.043411;3.956242
2a;1963;24/06/1963;186;Reims;Jambes;Plain stage;Rik Van Looy;BEL;France;49.258329;4.031696;Belgium;50.4563491;4.8718614
2b;1963;24/06/1963;22;Jambes;Jambes;Team time trial;Pelforth–Sauvage–Lejeune;NA;Belgium;50.4563491;4.8718614;Belgium;50.4563491;4.8718614
3;1963;25/06/1963;223;Jambes;Roubaix;Plain stage;Seamus Elliott;IRL;Belgium;50.4563491;4.8718614;France;50.6924529;3.1782753
4;1963;26/06/1963;236;Roubaix;Rouen;Plain stage;Frans Melckenbeeck;BEL;France;50.6924529;3.1782753;France;49.4435261;1.0984309
5;1963;27/06/1963;285;Rouen;Rennes;Plain stage;Antonio Bailetti;ITA;France;49.4435261;1.0984309;France;48.117266;-1.6777926
6a;1963;28/06/1963;118;Rennes;Angers;Plain stage;Roger de Breuker;BEL;France;48.117266;-1.6777926;France;47.4711616;-0.5518257
6b;1963;28/06/1963;25;Angers;Angers;Individual time trial;Jacques Anquetil;FRA;France;47.4711616;-0.5518257;France;47.4711616;-0.5518257
7;1963;29/06/1963;236;Angers;Limoges;Plain stage;Jan Janssen;NED;France;47.4711616;-0.5518257;France;45.833619;1.261105
8;1963;30/06/1963;232;Limoges;Bordeaux;Plain stage;Rik Van Looy;BEL;France;45.833619;1.261105;France;44.8416106;-0.5810938
9;1963;1/07/1963;202;Bordeaux;Pau;Plain stage;Pino Cerami;BEL;France;44.8416106;-0.5810938;France;43.2951;-0.370797
10;1963;2/07/1963;148;Pau;Bagnères-de-Bigorre;Stage with mountain(s);Jacques Anquetil;FRA;France;43.2951;-0.370797;France;43.065093;0.1491049
11;1963;3/07/1963;131;Bagnères-de-Bigorre;Luchon;Stage with mountain(s);Guy Ignolin;FRA;France;43.065093;0.1491049;France;42.7902866;0.5915425
12;1963;4/07/1963;173;Luchon;Toulouse;Stage with mountain(s);André Darrigade;FRA;France;42.7902866;0.5915425;France;43.6048462;1.442848
13;1963;5/07/1963;234;Toulouse;Aurillac;Plain stage;Rik Van Looy;BEL;France;43.6048462;1.442848;France;44.9332083;2.4482505
14;1963;7/07/1963;237;Aurillac;Saint-Étienne;Plain stage;Guy Ignolin;FRA;France;44.9332083;2.4482505;France;45.439695;4.3871779
15;1963;8/07/1963;174;Saint-Étienne;Grenoble;Stage with mountain(s);Federico Bahamontes;ESP;France;45.439695;4.3871779;France;45.188529;5.724524
16;1963;9/07/1963;202;Grenoble;Val d'Isère;Stage with mountain(s);Fernando Manzaneque;ESP;France;45.188529;5.724524;France;45.4490691;6.9797273
17;1963;10/07/1963;228;Val d'Isère;Chamonix;Stage with mountain(s);Jacques Anquetil;FRA;France;45.4490691;6.9797273;France;45.923697;6.869433
18;1963;11/07/1963;225;Chamonix;Lons-le-Saunier;Stage with mountain(s);Frans Brands;BEL;France;45.923697;6.869433;France;46.671361;5.550796
19;1963;12/07/1963;54;Arbois;Besançon;Individual time trial;Jacques Anquetil;FRA;France;46.9032214;5.7731218;France;47.237829;6.0240539
20;1963;13/07/1963;234;Besançon;Troyes;Plain stage;Roger de Breuker;BEL;France;47.237829;6.0240539;France;48.2975056;4.0746921
21;1963;14/07/1963;185;Troyes;Paris;Plain stage;Rik Van Looy;BEL;France;48.2975056;4.0746921;France;48.8575475;2.3513765
1;1962;24/06/1962;253;Nancy;Spa;Plain stage;Rudi Altig;FRG;France;48.692054;6.184417;Belgium;50.4923134;5.8622681
2a;1962;25/06/1962;147;Spa;Herentals;Plain stage;André Darrigade;FRA;Belgium;50.4923134;5.8622681;Belgium;51.1771481;4.8363428
2b;1962;25/06/1962;23;Herentals;Herentals;Team time trial;Faema–Flandria–Clement;NA;Belgium;51.1771481;4.8363428;Belgium;51.1771481;4.8363428
3;1962;26/06/1962;210;Brussels;Amiens;Plain stage;Rudi Altig;FRG;Belgium;50.8260453;4.3802052;France;49.894067;2.295753
4;1962;27/06/1962;196.5;Amiens;Le Havre;Plain stage;Willy Vanden Berghen;BEL;France;49.894067;2.295753;France;49.4953112;0.1011193
5;1962;28/06/1962;215;Pont l'Evêque;Saint-Malo;Plain stage;Emile Daems;BEL;France;49.284982;0.182766;France;48.649221;-2.0184218
6;1962;29/06/1962;235.5;Dinard;Brest;Plain stage;Robert Cazala;FRA;France;48.633024;-2.055125;France;48.3899275;-4.4855959
7;1962;30/06/1962;201;Quimper;Saint-Nazaire;Plain stage;Huub Zilverberg;NED;France;47.9976492;-4.0973449;France;47.2740959;-2.2130288
8a;1962;1/07/1962;155;Saint-Nazaire;Luçon;Plain stage;Mario Minieri;ITA;France;47.2740959;-2.2130288;France;46.4549936;-1.1667529
8b;1962;1/07/1962;43;Luçon;La Rochelle;Individual time trial;Jacques Anquetil;FRA;France;46.4549936;-1.1667529;France;46.160329;-1.151139
9;1962;2/07/1962;214;La Rochelle;Bordeaux;Plain stage;Antonio Bailetti;ITA;France;46.160329;-1.151139;France;44.8416106;-0.5810938
10;1962;3/07/1962;184.5;Bordeaux;Bayonne;Plain stage;Willy Vannitsen;BEL;France;44.8416106;-0.5810938;France;43.4933798;-1.4757394
11;1962;4/07/1962;155.5;Bayonne;Pau;Plain stage;Eddy Pauwels;BEL;France;43.4933798;-1.4757394;France;43.2951;-0.370797
12;1962;5/07/1962;207.5;Pau;Saint-Gaudens;Stage with mountain(s);Robert Cazala;FRA;France;43.2951;-0.370797;France;43.106895;0.723763
13;1962;6/07/1962;18.5;Luchon;Superbagnères;Mountain time trial;Federico Bahamontes;ESP;France;42.7902866;0.5915425;France;42.7684481;0.5764634
14;1962;7/07/1962;215;Luchon;Carcassonne;Stage with mountain(s);Jean Stablinski;FRA;France;42.7902866;0.5915425;France;43.2163338;2.3538776
15;1962;8/07/1962;196.5;Carcassonne;Montpellier;Plain stage;Willy Vannitsen;BEL;France;43.2163338;2.3538776;France;43.6108535;3.8761323
16;1962;9/07/1962;185;Montpellier;Aix-en-Provence;Plain stage;Emile Daems;BEL;France;43.6108535;3.8761323;France;43.5323032;5.4509692
17;1962;10/07/1962;201;Aix-en-Provence;Antibes;Plain stage;Rudi Altig;FRG;France;43.5323032;5.4509692;France;43.580418;7.125102
18;1962;11/07/1962;241.5;Antibes;Briançon;Stage with mountain(s);Emile Daems;BEL;France;43.580418;7.125102;France;44.899416;6.643179
19;1962;12/07/1962;204.5;Briançon;Aix-les-Bains;Stage with mountain(s);Raymond Poulidor;FRA;France;44.899416;6.643179;France;45.692341;5.908998
20;1962;13/07/1962;68;Bourgoin;Lyon;Individual time trial;Jacques Anquetil;FRA;France;45.597108;5.27212;France;45.764043;4.835659
21;1962;14/07/1962;232;Lyon;Nevers;Plain stage;Dino Bruni;ITA;France;45.764043;4.835659;France;46.990896;3.162845
22;1962;15/07/1962;271;Nevers;Paris;Plain stage;Rino Benedetti;ITA;France;46.990896;3.162845;France;48.8575475;2.3513765
1a;1961;25/06/1961;136.5;Rouen;Versailles;Plain stage;André Darrigade;FRA;France;49.4435261;1.0984309;France;48.8022585;2.1297422
1b;1961;25/06/1961;28.5;Versailles;Versailles;Individual time trial;Jacques Anquetil;FRA;France;48.8022585;2.1297422;France;48.8022585;2.1297422
2;1961;26/06/1961;230.5;Pontoise;Roubaix;Plain stage;André Darrigade;FRA;France;49.050966;2.100645;France;50.6924529;3.1782753
3;1961;27/06/1961;197.5;Roubaix;Charleroi;Plain stage;Emile Daems;BEL;France;50.6924529;3.1782753;Belgium;50.408128;4.4476076
4;1961;28/06/1961;237.5;Charleroi;Metz;Plain stage;Anatole Novak;FRA;Belgium;50.408128;4.4476076;France;49.1178601;6.1760223
5;1961;29/06/1961;221;Metz;Strasbourg;Stage with mountain(s);Louis Bergaud;FRA;France;49.1178601;6.1760223;France;48.5734053;7.7521113
6;1961;30/06/1961;180.5;Strasbourg;Belfort;Stage with mountain(s);Jozef Planckaert;BEL;France;48.5734053;7.7521113;France;47.639674;6.863849
7;1961;1/07/1961;214.5;Belfort;Chalon-sur-Saône;Plain stage;Jean Stablinski;FRA;France;47.639674;6.863849;France;46.7810442;4.8541306
8;1961;2/07/1961;240.5;Chalon-sur-Saône;Saint-Étienne;Stage with mountain(s);Jean Forestier;FRA;France;46.7810442;4.8541306;France;45.439695;4.3871779
9;1961;3/07/1961;230;Saint-Étienne;Grenoble;Stage with mountain(s);Charly Gaul;LUX;France;45.439695;4.3871779;France;45.188529;5.724524
10;1961;4/07/1961;250.5;Grenoble;Turin;Stage with mountain(s);Guy Ignolin;FRA;France;45.188529;5.724524;Italy;45.0703155;7.6868552
11;1961;5/07/1961;225;Turin;Antibes;Stage with mountain(s);Guido Carlesi;ITA;Italy;45.0703155;7.6868552;France;43.580418;7.125102
12;1961;6/07/1961;199;Antibes;Aix-en-Provence;Stage with mountain(s);Michel Van Aerde;BEL;France;43.580418;7.125102;France;43.5323032;5.4509692
13;1961;7/07/1961;177.5;Aix-en-Provence;Montpellier;Plain stage;André Darrigade;FRA;France;43.5323032;5.4509692;France;43.6108535;3.8761323
14;1961;9/07/1961;174;Montpellier;Perpignan;Plain stage;Eddy Pauwels;BEL;France;43.6108535;3.8761323;France;42.6874874;2.9006474
15;1961;10/07/1961;206;Perpignan;Toulouse;Plain stage;Guido Carlesi;ITA;France;42.6874874;2.9006474;France;43.6048462;1.442848
16;1961;11/07/1961;208;Toulouse;Superbagnères;Stage with mountain(s);Imerio Massignan;ITA;France;43.6048462;1.442848;France;42.7684481;0.5764634
17;1961;12/07/1961;197;Luchon;Pau;Stage with mountain(s);Eddy Pauwels;BEL;France;42.7902866;0.5915425;France;43.2951;-0.370797
18;1961;13/07/1961;207;Pau;Bordeaux;Plain stage;Martin Van Geneugden;BEL;France;43.2951;-0.370797;France;44.8416106;-0.5810938
19;1961;14/07/1961;74.5;Bergerac;Périgueux;Individual time trial;Jacques Anquetil;FRA;France;44.852877;0.4818831;France;45.1827726;0.7268991
20;1961;15/07/1961;309.5;Périgueux;Tours;Plain stage;André Darrigade;FRA;France;45.1827726;0.7268991;France;47.3897679;0.6891732
21;1961;16/07/1961;252.5;Tours;Paris;Plain stage;Robert Cazala;FRA;France;47.3897679;0.6891732;France;48.8575475;2.3513765
1a;1960;26/06/1960;108;Lille;Brussels;Plain stage;Julien Schepens;BEL;France;50.624378;3.0678588;Belgium;50.8260453;4.3802052
1b;1960;26/06/1960;27.8;Brussels;Brussels;Individual time trial;Roger Rivière;FRA;Belgium;50.8260453;4.3802052;Belgium;50.8260453;4.3802052
2;1960;27/06/1960;206;Brussels;Dunkirk;Plain stage;René Privat;FRA;Belgium;50.8260453;4.3802052;France;51.0343684;2.3767763
3;1960;28/06/1960;209;Dunkirk;Dieppe;Plain stage;Nino Defilippis;ITA;France;51.0343684;2.3767763;France;49.9275109;1.0878759
4;1960;29/06/1960;211;Dieppe;Caen;Plain stage;Jean Graczyk;FRA;France;49.9275109;1.0878759;France;49.1820662;-0.3708324
5;1960;30/06/1960;189;Caen;Saint-Malo;Plain stage;André Darrigade;FRA;France;49.1820662;-0.3708324;France;48.649221;-2.0184218
6;1960;1/07/1960;191;Saint-Malo;Lorient;Plain stage;Roger Rivière;FRA;France;48.649221;-2.0184218;France;47.7482524;-3.3702449
7;1960;2/07/1960;244;Lorient;Angers;Plain stage;Graziano Battistini;ITA;France;47.7482524;-3.3702449;France;47.4711616;-0.5518257
8;1960;3/07/1960;240;Angers;Limoges;Plain stage;Nino Defilippis;ITA;France;47.4711616;-0.5518257;France;45.833619;1.261105
9;1960;4/07/1960;225;Limoges;Bordeaux;Plain stage;Martin van Geneugden;BEL;France;45.833619;1.261105;France;44.8416106;-0.5810938
10;1960;5/07/1960;228;Mont-de-Marsan;Pau;Stage with mountain(s);Roger Rivière;FRA;France;43.893485;-0.499782;France;43.2951;-0.370797
11;1960;6/07/1960;161;Pau;Luchon;Stage with mountain(s);Kurt Gimmi;SUI;France;43.2951;-0.370797;France;42.7902866;0.5915425
12;1960;7/07/1960;176;Luchon;Toulouse;Stage with mountain(s);Jean Graczyk;FRA;France;42.7902866;0.5915425;France;43.6048462;1.442848
13;1960;8/07/1960;224;Toulouse;Millau;Plain stage;Louis Proost;FRA;France;43.6048462;1.442848;France;44.100575;3.077801
14;1960;10/07/1960;217;Millau;Avignon;Stage with mountain(s);Martin van Geneugden;BEL;France;44.100575;3.077801;France;43.9486986;4.8059401
15;1960;11/07/1960;187;Avignon;Gap;Stage with mountain(s);Michel Van Aerde;BEL;France;43.9486986;4.8059401;France;44.559638;6.079758
16;1960;12/07/1960;172;Gap;Briançon;Stage with mountain(s);Graziano Battistini;ITA;France;44.559638;6.079758;France;44.899416;6.643179
17;1960;13/07/1960;229;Briançon;Aix-les-Bains;Stage with mountain(s);Jean Graczyk;FRA;France;44.899416;6.643179;France;45.692341;5.908998
18;1960;14/07/1960;215;Aix-les-Bains;Thonon-les-Bains;Stage with mountain(s);Fernando Manzaneque;ESP;France;45.692341;5.908998;France;46.3710387;6.4819424
19;1960;15/07/1960;83;Pontarlier;Besançon;Individual time trial;Rolf Graf;SUI;France;46.9041039;6.354242;France;47.237829;6.0240539
20;1960;16/07/1960;229;Besançon;Troyes;Plain stage;Pierre Beuffeuil;FRA;France;47.237829;6.0240539;France;48.2975056;4.0746921
21;1960;17/07/1960;200;Troyes;Paris;Plain stage;Jean Graczyk;FRA;France;48.2975056;4.0746921;France;48.8575475;2.3513765
1;1959;25/06/1959;238;Mulhouse;Metz;Plain stage;André Darrigade;FRA;France;47.750839;7.335888;France;49.1178601;6.1760223
2;1959;26/06/1959;234;Metz;Namur;Plain stage;Vito Favero;ITA;France;49.1178601;6.1760223;Belgium;50.4649334;4.8649731
3;1959;27/06/1959;217;Namur;Roubaix;Plain stage;Robert Cazala;FRA;Belgium;50.4649334;4.8649731;France;50.6924529;3.1782753
4;1959;28/06/1959;230;Roubaix;Rouen;Plain stage;Dino Bruni;ITA;France;50.6924529;3.1782753;France;49.4435261;1.0984309
5;1959;29/06/1959;286;Rouen;Rennes;Plain stage;Jean Graczyk;FRA;France;49.4435261;1.0984309;France;48.117266;-1.6777926
6;1959;30/06/1959;45;Blain;Nantes;Individual time trial;Roger Rivière;FRA;France;47.475279;-1.764935;France;47.218371;-1.553621
7;1959;1/07/1959;190;Nantes;La Rochelle;Plain stage;Roger Hassenforder;FRA;France;47.218371;-1.553621;France;46.160329;-1.151139
8;1959;2/07/1959;201;La Rochelle;Bordeaux;Plain stage;Michel Dejouhannet;FRA;France;46.160329;-1.151139;France;44.8416106;-0.5810938
9;1959;3/07/1959;207;Bordeaux;Bayonne;Plain stage;Marcel Queheille;FRA;France;44.8416106;-0.5810938;France;43.4933798;-1.4757394
10;1959;5/07/1959;235;Bayonne;Bagnères-de-Bigorre;Stage with mountain(s);Marcel Janssens;BEL;France;43.4933798;-1.4757394;France;43.065093;0.1491049
11;1959;6/07/1959;119;Bagnères-de-Bigorre;Saint-Gaudens;Stage with mountain(s);André Darrigade;FRA;France;43.065093;0.1491049;France;43.106895;0.723763
12;1959;7/07/1959;184;Saint-Gaudens;Albi;Plain stage;Rolf Graf;SUI;France;43.106895;0.723763;France;43.9248689;2.1486789
13;1959;8/07/1959;219;Albi;Aurillac;Stage with mountain(s);Henry Anglade;FRA;France;43.9248689;2.1486789;France;44.9332083;2.4482505
14;1959;9/07/1959;231;Aurillac;Clermont-Ferrand;Stage with mountain(s);André Le Dissez;FRA;France;44.9332083;2.4482505;France;45.793516;3.0794951
15;1959;10/07/1959;12;Puy de Dôme;Puy de Dôme;Mountain time trial;Federico Bahamontes;ESP;France;45.7801582;3.0821043;France;45.7801582;3.0821043
16;1959;11/07/1959;210;Clermont-Ferrand;Saint-Étienne;Plain stage;Dino Bruni;ITA;France;45.793516;3.0794951;France;45.439695;4.3871779
17;1959;13/07/1959;197;Saint-Étienne;Grenoble;Stage with mountain(s);Charly Gaul;LUX;France;45.439695;4.3871779;France;45.188529;5.724524
18;1959;14/07/1959;243;Grenoble;Saint-Vincent;Stage with mountain(s);Ercole Baldini;ITA;France;45.188529;5.724524;France;45.55059;3.132377
19;1959;15/07/1959;251;Saint-Vincent;Annecy;Stage with mountain(s);Rolf Graf;SUI;France;45.55059;3.132377;France;45.899247;6.129384
